VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoW]"  ,  "relrms[RhoE]"  ,   "relrms[nu]"   
          7,           0,           0,      -5.101208314,      -3.199603337,      -3.278888976,      -3.128609973,      0.2919062529,      -9.416928654,     0.06313516096,      0.4373208693,     0.01384843445,      0.4022859437,     -0.1331016267,    -0.03513973797,     0.04016103053,     0.01384843445,      0.4400257753,       6.926740388,    0.004440794691,                 0,                 0,                 0,                 0,                 0,                 0
          7,           0,           1,      -5.273748763,       -3.36041236,      -3.514275284,      -3.349952698,      0.1139781876,      -9.483369994,     0.06244494825,      0.4387219772,     0.01385494637,      0.4034650919,     -0.1332342577,    -0.03444291118,     0.03939843542,     0.01385494637,        0.44138884,       7.025740103,    0.004443117741,     -0.1725404492,      -0.160809023,     -0.2353863089,     -0.2213427252,     -0.1779280653,    -0.06644133987
          7,           0,           2,      -5.350296726,       -3.43143244,      -3.664950145,      -3.445637677,     0.03481616144,      -9.492904973,     0.06138698091,      0.4408917765,     0.01386959078,      0.4052979475,     -0.1334422374,      -0.033375857,     0.03822835946,     0.01386959078,      0.4435002959,       7.182170714,    0.004446556928,     -0.2490884113,      -0.231829103,     -0.3860611696,     -0.3170277036,     -0.2570900915,    -0.07597631852
          7,           0,           3,      -5.415833398,      -3.483077642,      -3.811652009,      -3.510232417,    -0.03071042685,      -9.502177058,     0.05987440585,      0.4440573267,     0.01389931086,      0.4079760533,     -0.1337446878,    -0.03185536135,     0.03655218524,     0.01389931086,      0.4465823458,       7.416479886,    0.004453676221,     -0.3146250837,     -0.2834743052,     -0.5327630337,     -0.3816224442,     -0.3226166798,    -0.08524840383
          7,           0,           4,      -5.473409047,      -3.525069724,      -3.940128896,      -3.534046941,    -0.08737849686,      -9.518578494,      0.0591584665,       0.445573967,     0.01391503693,      0.4092589524,     -0.1338906652,    -0.03113693038,     0.03575785224,     0.01391503693,      0.4480594382,       7.531871486,    0.004459040713,     -0.3722007331,     -0.3254663878,     -0.6612399202,     -0.4054369682,     -0.3792847498,     -0.1016498392
          8,           0,           0,       -3.09292187,     -0.8863100104,         -1.119281,     -0.8903752167,       2.304870659,      -7.553172929,     0.05874288145,      0.4498777008,     0.01395156296,      0.4131370213,     -0.1347728031,    -0.03066635048,     0.03511759671,     0.01395156296,      0.4523355239,       7.658420726,    0.004488579097,                 0,                 0,                 0,                 0,                 0,                 0
          8,           0,           1,      -3.661300122,       -1.60811136,      -1.778489615,      -1.514868694,       1.737067818,      -8.236561649,     0.05708875539,      0.4549221229,     0.01399410553,       0.417482149,     -0.1353124395,    -0.02901121915,     0.03320173292,     0.01399410553,      0.4572864625,       7.968681744,    0.004496096634,      -0.568378252,     -0.7218013492,     -0.6592086155,     -0.6244934777,     -0.5678028409,     -0.6833887205
          8,           0,           2,      -4.186809807,      -2.231981587,      -2.288666895,      -2.114239045,       1.220762108,      -8.808317163,     0.05427901584,      0.4622241032,     0.01402608775,      0.4236541303,      -0.135701887,    -0.02623850319,      0.0300136879,     0.01402608775,      0.4644313853,       8.515705305,    0.004508349174,      -1.093887937,      -1.345671577,      -1.169385895,      -1.223863828,      -1.084108551,      -1.255144234
          8,           0,           3,      -4.698473874,      -2.764114938,      -2.775698126,      -2.664815199,      0.7174250413,      -9.209656718,     0.05074751761,      0.4717890804,      0.0140443922,      0.4317374648,     -0.1361134474,    -0.02275685497,     0.02598643723,      0.0140443922,      0.4737984297,       9.296791304,    0.004529426881,      -1.605552004,      -1.877804928,      -1.656417126,      -1.774439982,      -1.587445617,      -1.656483789
          8,           0,           4,      -5.133855169,      -3.192229457,      -3.225103028,      -3.134513652,      0.2800809138,      -9.404520015,     0.04928528149,      0.4759225459,     0.01404795934,      0.4352239283,     -0.1362845681,    -0.02131889436,     0.02430987619,     0.01404795934,      0.4778497029,       9.656484279,    0.004541923495,      -2.040933299,      -2.305919446,      -2.105822028,      -2.244138435,      -2.024789745,      -1.851347086
          8,           0,           0,       -5.35335321,      -3.380098053,      -3.571644583,      -3.269591478,     0.04711238328,      -9.439660223,     0.04863560037,      0.4778086617,     0.01404859353,       0.436802616,     -0.1363609468,     -0.0206812894,     0.02356237376,     0.01404859353,      0.4796992322,         9.8242575,    0.004547956339,                 0,                 0,                 0,                 0,                 0,                 0
          8,           0,           1,      -5.462933277,      -3.504359376,      -3.797447159,      -3.467049005,     -0.0718156117,      -9.446582136,     0.04833207566,      0.4787065703,      0.0140486358,      0.4375509308,     -0.1363990679,    -0.02038355721,     0.02321227211,      0.0140486358,       0.480580025,       9.904531592,    0.004550999362,      -0.109580067,     -0.1242613229,     -0.2258025754,     -0.1974575276,      -0.118927995,   -0.006921913332
          8,           0,           2,      -5.511020843,      -3.562861479,      -3.922499853,      -3.507903335,     -0.1243351086,      -9.439843687,     0.04792068912,      0.4799433428,     0.01404827685,      0.4385714874,     -0.1364452821,    -0.01998198712,      0.0227367217,     0.01404827685,      0.4817935722,       10.01536813,    0.004555493453,     -0.1576676329,     -0.1827634259,     -0.3508552696,      -0.238311857,     -0.1714474919,  -0.0001834642755
          8,           0,           3,       -5.54409721,      -3.597520427,      -4.035867448,      -3.541420838,     -0.1590909412,      -9.430038023,     0.04742109887,      0.4814829606,     0.01404633837,      0.4398153275,     -0.1364852519,    -0.01950029241,     0.02215723874,     0.01404633837,      0.4833049335,       10.15334887,    0.004563606921,     -0.1907440001,     -0.2174223741,     -0.4642228644,     -0.2718293603,     -0.2062033245,                 0
          8,           0,           4,      -5.570309755,      -3.621610065,      -4.121234345,      -3.572999968,      -0.185362363,      -9.431714427,      0.0472022833,      0.4821642682,     0.01404487483,      0.4403578877,     -0.1364983232,    -0.01929082242,     0.02190306617,     0.01404487483,      0.4839738554,       10.21485052,    0.004567210674,     -0.2169565455,     -0.2415120121,     -0.5495897617,     -0.3034084901,     -0.2324747463,   -0.001676403963
          9,           0,           0,      -3.051499799,      -0.842549311,        -1.0470086,     -0.8440619825,       2.346586204,      -7.513703675,     0.04770147318,       0.484666665,     0.01404410007,      0.4426171715,     -0.1370581538,    -0.01976380279,      0.0222706066,     0.01404410007,      0.4864989484,       10.16041293,    0.004595503001,                 0,                 0,                 0,                 0,                 0,                 0
          9,           0,           1,      -3.646831893,       -1.59567783,      -1.744860266,       -1.49027446,       1.752206753,      -8.231074109,     0.04730302386,      0.4878468656,     0.01404001377,      0.4453190483,     -0.1372912982,    -0.01937781158,      0.0217062645,     0.01404001377,      0.4896539374,        10.3132279,    0.004600535631,     -0.5953320942,     -0.7531285189,     -0.6978516665,     -0.6462124771,     -0.5943794509,     -0.7173704335
          9,           0,           2,      -4.189009744,      -2.235503031,      -2.279288635,      -2.108476045,       1.219739836,      -8.810906518,      0.0459700803,      0.4935692612,     0.01402226992,      0.4501552915,     -0.1372620158,    -0.01812099047,     0.02007566065,     0.01402226992,      0.4952987298,       10.73675003,    0.004613366109,      -1.137509945,       -1.39295372,      -1.232280035,      -1.264414062,      -1.126846369,      -1.297202843
          9,           0,           3,      -4.711155365,      -2.778120875,       -2.77639759,      -2.674922153,       0.706006452,      -9.186655409,     0.04520581399,       0.496643148,     0.01401134769,      0.4527688049,     -0.1372223513,    -0.01740300144,     0.01915156693,     0.01401134769,      0.4983284053,       10.98626712,    0.004620954174,      -1.659655566,      -1.935571564,       -1.72938899,      -1.830860171,      -1.640579752,      -1.672951734
          9,           0,           4,      -5.061994896,      -3.147088394,      -3.175712156,      -3.066234096,      0.3477355748,      -9.257805984,     0.04403322119,      0.5012424502,     0.01399471796,      0.4566868769,     -0.1371006516,    -0.01631879056,     0.01773987225,     0.01399471796,      0.5028600356,       11.38327919,    0.004631559051,      -2.010495097,      -2.304539083,      -2.128703556,      -2.222172113,       -1.99885063,      -1.744102309
          9,           0,           0,      -5.312190109,      -3.387291879,       -3.51724098,      -3.364104002,      0.0853072749,      -9.295306695,     0.04347033082,      0.5034103733,     0.01398671362,      0.4585251653,     -0.1370275126,    -0.01580308728,     0.01706429297,     0.01398671362,      0.5049955282,       11.58055078,    0.004637613484,                 0,                 0,                 0,                 0,                 0,                 0
          9,           0,           1,       -5.41765082,      -3.485269324,       -3.75319314,      -3.470625072,    -0.02774994336,      -9.290825175,     0.04272584443,      0.5062668452,     0.01397668138,      0.4609210863,      -0.136891421,    -0.01513415125,     0.01617133069,     0.01397668138,       0.507809122,        11.8491946,     0.00464593882,     -0.1054607112,    -0.09797744494,     -0.2359521602,     -0.1065210705,     -0.1130572183,                 0
          9,           0,           2,      -5.492566514,        -3.5470985,      -3.941908332,       -3.50960841,     -0.1053063154,      -9.294291534,     0.04238940761,      0.5075518967,     0.01397221716,      0.4619878358,     -0.1368208587,    -0.01483471621,     0.01576810054,     0.01397221716,      0.5090748046,       11.97355484,    0.004651375526,      -0.180376405,     -0.1598066208,     -0.4246673513,      -0.145504408,     -0.1906135903,   -0.003466359246
          9,           0,           3,      -5.524025014,      -3.576159005,       -4.06041569,      -3.523775871,     -0.1380099147,      -9.284628368,     0.04196336155,      0.5091817923,     0.01396729997,      0.4633156939,     -0.1367031105,    -0.01446235408,     0.01525733622,     0.01396729997,       0.510680169,         12.133961,    0.004658930609,     -0.2118349047,     -0.1888671258,     -0.5431747099,     -0.1596718693,     -0.2233171896,                 0
          9,           0,           4,      -5.553548944,      -3.602889446,      -4.147829639,      -3.539264728,     -0.1680681779,      -9.269900203,     0.04150494855,      0.5109207248,     0.01396452239,      0.4646748242,     -0.1365079124,    -0.01407061712,     0.01470854276,     0.01396452239,      0.5123927269,       12.30987491,    0.004669897218,     -0.2413588351,      -0.215597567,     -0.6305886588,     -0.1751607262,     -0.2533754528,                 0
